ESRI_OID,workplace_code,workplace_name,activity_evrk2,municipality,county,employees,immunised_percent,percentile_1,percentile_2,as_of_date
4804,161284349,"Uždaroji akcinė bendrovė ""Helanas""",421100,Kėdainių r. sav.,Kauno apskr.,45,80-89%,38,39,2022-03-20
4805,161290398,UAB Šlapaberžės ūkis,015000,Kėdainių r. sav.,Kauno apskr.,15,90-100%,54,55,2022-03-20
4806,161293921,Kėdainių rajono Pajieslio žemės ūkio bendrovė,011100,Kėdainių r. sav.,Kauno apskr.,20,80-89%,28,29,2022-03-20
4807,161294642,"UAB ""Matininkas""",711240,Kėdainių r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
4808,161294795,"Daivos Gronskienės įmonė ""Raganė""",682000,Kėdainių r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
4809,161298135,UAB Aristavos ūkis,015000,Kėdainių r. sav.,Kauno apskr.,45,80-89%,36,37,2022-03-20
4810,161298516,"Uždaroji akcinė bendrovė ""ŠORA""",682000,Kėdainių r. sav.,Kauno apskr.,10,90-100%,46,48,2022-03-20
4811,161314415,S. Savicko įmonė,473000,Kėdainių r. sav.,Kauno apskr.,35,90-100%,100,100,2022-03-20
4812,161316957,Alos Ragauskienės poliklinika,862200,Kėdainių r. sav.,Kauno apskr.,10,90-100%,100,,2022-03-20
4813,161345841,"Uždaroji akcinė bendrovė ""Finėjas""",494100,Elektrėnų sav.,Vilniaus apskr.,745,50-59%,12,13,2022-03-20
4814,161376559,"UAB ""Vytauto paslaugos""",494100,Kauno m. sav.,Kauno apskr.,265,40-49%,10,11,2022-03-20
4815,161383361,"Akcinė bendrovė ""Saguva""",141300,Kėdainių r. sav.,Kauno apskr.,40,90-100%,100,100,2022-03-20
4816,161386471,"E. Galkauskienės įmonė ""Eustilija""",141300,Kauno m. sav.,Kauno apskr.,15,90-100%,100,100,2022-03-20
4817,161387573,Kėdainių rajono vartotojų kooperatyvas,471100,Kėdainių r. sav.,Kauno apskr.,120,90-100%,63,65,2022-03-20
4818,161406582,"Viešoji įstaiga ""Rinkos aikštė""",581300,Kėdainių r. sav.,Kauno apskr.,10,90-100%,49,50,2022-03-20
4819,161410513,"Uždaroji akcinė bendrovė ""Okseta""",682000,Kauno m. sav.,Kauno apskr.,115,90-100%,57,59,2022-03-20
4820,161412140,"Žemės ūkio kooperatyvas ""Mūsų ūkis""",011100,Kėdainių r. sav.,Kauno apskr.,15,90-100%,54,55,2022-03-20
4821,161414878,"Uždaroji akcinė bendrovė ""Legrita""",561000,Kėdainių r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
4822,161418556,"Uždaroji akcinė bendrovė ""SIBENA""",471100,Kėdainių r. sav.,Kauno apskr.,75,80-89%,39,40,2022-03-20
4823,161423350,"UAB ""Roliuda""",452000,Kėdainių r. sav.,Kauno apskr.,10,90-100%,40,42,2022-03-20
4824,161425173,"Uždaroji akcinė bendrovė ""Statmeta""",162300,Kėdainių r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
4825,161431265,"UAB ""Daumantai LT""",108400,Kėdainių r. sav.,Kauno apskr.,65,90-100%,100,100,2022-03-20
4826,161438434,"Uždaroji akcinė bendrovė ""Transporto vystymo grupė""",494100,Kėdainių r. sav.,Kauno apskr.,565,60-69%,17,17,2022-03-20
4827,161438587,"Uždaroji akcinė bendrovė ""Vikeda""",105200,Kėdainių r. sav.,Kauno apskr.,150,90-100%,41,42,2022-03-20
4828,161438968,"Uždaroji akcinė bendrovė ""KEDMELA""",431200,Kėdainių r. sav.,Kauno apskr.,25,90-100%,66,68,2022-03-20
4829,161444711,"Uždaroji akcinė bendrovė ""LAUMETRIS""",283000,Kėdainių r. sav.,Kauno apskr.,50,90-100%,100,100,2022-03-20
4830,161447974,"UAB ""MAGNUM ITER""",494100,Vilniaus m. sav.,Vilniaus apskr.,150,50-59%,15,15,2022-03-20
4831,161454787,Kėdainių rajono savivaldybės priešgaisrinė tarnyba,842500,Kėdainių r. sav.,Kauno apskr.,80,90-100%,67,69,2022-03-20
4832,161591939,"Uždaroji akcinė bendrovė ""Takada""",475200,Kėdainių r. sav.,Kauno apskr.,50,90-100%,85,87,2022-03-20
4833,161612618,"Uždaroji akcinė bendrovė ""Kėdainių konservų fabrikas""",103900,Kėdainių r. sav.,Kauno apskr.,245,90-100%,53,54,2022-03-20
4834,161620337,"Uždaroji akcinė bendrovė ""AGROKONTRAKTAS""",462100,Kėdainių r. sav.,Kauno apskr.,10,90-100%,43,44,2022-03-20
4835,161621777,"Uždaroji akcinė bendrovė ""MAKVEŽA""",475230,Vilniaus m. sav.,Vilniaus apskr.,740,90-100%,58,60,2022-03-20
4836,161623447,"Uždaroji akcinė bendrovė ""KĖDAINIŲ MELIORACIJA""",429100,Kėdainių r. sav.,Kauno apskr.,15,80-89%,27,28,2022-03-20
4837,161624691,"UAB ""Link vakarų""",561000,Kėdainių r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
4838,161630630,"Uždaroji akcinė bendrovė ""SAUGAUS EISMO CENTRAS""",855300,Kėdainių r. sav.,Kauno apskr.,10,90-100%,100,100,2022-03-20
4839,161632072,"A. Valiuškevičiaus įmonė ""KLUKIS""",259900,Vilniaus m. sav.,Vilniaus apskr.,15,90-100%,50,52,2022-03-20
4840,161640934,Uždaroji akcinė bendrovė Dotnuvos eksperimentinis ūkis,015000,Kėdainių r. sav.,Kauno apskr.,20,80-89%,35,36,2022-03-20
4841,161645290,"UAB ""Alaja"" ir ko",464500,Kėdainių r. sav.,Kauno apskr.,15,90-100%,100,100,2022-03-20
4842,161645714,"UAB ""BABĖNŲ TRANSPORTAS""",429900,Kėdainių r. sav.,Kauno apskr.,25,80-89%,36,38,2022-03-20
4843,161650095,"UAB ""LAUFRIZA""",014100,Kėdainių r. sav.,Kauno apskr.,15,80-89%,36,37,2022-03-20
4844,161732197,"Uždaroji akcinė bendrovė ""Svaitransa""",161000,Kretingos r. sav.,Klaipėdos apskr.,10,70-79%,22,23,2022-03-20
4845,161732763,Uždaroji akcinė bendrovė P. Varkojis ir kompanija,162300,Kretingos r. sav.,Klaipėdos apskr.,115,80-89%,35,36,2022-03-20
4846,161735154,"Uždaroji akcinė bendrovė ""Autoratas""",453200,Kretingos r. sav.,Klaipėdos apskr.,40,90-100%,60,61,2022-03-20
4847,161735535,"Uždaroji akcinė bendrovė ""Raguvilė""",381100,Kretingos r. sav.,Klaipėdos apskr.,55,70-79%,24,25,2022-03-20
4848,161746930,"UAB ""Amazis""",107100,Kretingos r. sav.,Klaipėdos apskr.,15,90-100%,54,55,2022-03-20
4849,161766395,"UAB ""Adrelsta""",432100,Kauno m. sav.,Kauno apskr.,20,90-100%,100,100,2022-03-20
4850,161768065,"UAB ""ELB""",475900,Kėdainių r. sav.,Kauno apskr.,15,80-89%,39,40,2022-03-20
4851,162402010,"UAB ""Račkausko AGROTECH""",412000,Kelmės r. sav.,Šiaulių apskr.,20,90-100%,100,100,2022-03-20
4852,162403450,"Akcinė bendrovė ""Kelmės pieninė""",105100,Tauragės r. sav.,Tauragės apskr.,20,90-100%,100,100,2022-03-20
4853,162414322,Daivos Šukienės įmonė,471100,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
4854,162433066,"UAB ""Senasis šilas""",475200,Kelmės r. sav.,Šiaulių apskr.,20,90-100%,100,100,2022-03-20
4855,162441351,"Uždaroji akcinė bendrovė ""Kelmės autobusų parkas""",493110,Kelmės r. sav.,Šiaulių apskr.,30,90-100%,100,100,2022-03-20
4856,162447386,"Vartotojų kooperatyvas ""Kelmės prekyba""",471100,Kelmės r. sav.,Šiaulių apskr.,40,90-100%,80,82,2022-03-20
4857,162463248,"Žemės ūkio bendrovė ""KERKASIAI""",011100,Kelmės r. sav.,Šiaulių apskr.,15,70-79%,26,27,2022-03-20
4858,162488059,"Uždaroji akcinė bendrovė ""EUSTATA""",431230,Kelmės r. sav.,Šiaulių apskr.,10,80-89%,27,28,2022-03-20
4859,162496878,"Uždaroji akcinė bendrovė ""Šilo Pavėžupis""",032200,Kelmės r. sav.,Šiaulių apskr.,20,70-79%,23,24,2022-03-20
4860,162512243,K. Jovaišos komercinė firma,494100,Kelmės r. sav.,Šiaulių apskr.,15,90-100%,100,100,2022-03-20
4861,162515168,"Uždaroji akcinė bendrovė ""INEUDA""",462100,Kelmės r. sav.,Šiaulių apskr.,20,90-100%,62,64,2022-03-20
4862,162526759,"UAB ""VIGEBA""",431230,Kelmės r. sav.,Šiaulių apskr.,10,50-59%,11,11,2022-03-20
4863,162533419,"UAB ""Kurgas""",471100,Kelmės r. sav.,Šiaulių apskr.,30,90-100%,73,75,2022-03-20
4864,162534510,"Uždaroji akcinė bendrovė ""ŽEMAIRA""",101300,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
4865,162535950,"Uždaroji akcinė bendrovė ""ŠIMŠĖ""",015000,Kelmės r. sav.,Šiaulių apskr.,25,80-89%,37,38,2022-03-20
4866,162543865,"UAB ""RG Medis""",022000,Vilniaus m. sav.,Vilniaus apskr.,10,90-100%,100,100,2022-03-20
4867,162547696,"UAB ""Šaukėnų duona""",107100,Kelmės r. sav.,Šiaulių apskr.,40,90-100%,42,43,2022-03-20
4868,162559093,"UAB ""GILESTA""",412000,Kelmės r. sav.,Šiaulių apskr.,90,90-100%,47,48,2022-03-20
4869,162559136,"Uždaroji akcinė bendrovė ""Kelmės vanduo""",360000,Kelmės r. sav.,Šiaulių apskr.,40,80-89%,34,35,2022-03-20
4870,162559289,"Uždaroji akcinė bendrovė ""Girkantas""",473000,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,46,48,2022-03-20
4871,162563939,Teisučio Juškaus įmonė,022000,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,40,42,2022-03-20
4872,162565185,Genovaitės Mišeikienės transporto paslaugų įmonė,494100,Kelmės r. sav.,Šiaulių apskr.,15,80-89%,35,36,2022-03-20
4873,162568676,"Uždaroji akcinė bendrovė ""VIŽERANA""",467400,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,49,50,2022-03-20
4874,162576776,"Uždaroji akcinė bendrovė ""GIRILIS""",453100,Vilniaus m. sav.,Vilniaus apskr.,35,90-100%,100,100,2022-03-20
4875,162581385,Dalios Mintautienės individuali įmonė,494100,Kelmės r. sav.,Šiaulių apskr.,50,90-100%,65,67,2022-03-20
4876,162582487,"Uždaroji akcinė bendrovė ""SMIDRŪNAS""",162400,Kelmės r. sav.,Šiaulių apskr.,20,80-89%,33,34,2022-03-20
4877,162582715,"Uždaroji akcinė bendrovė ""KELMĖS DRENA""",431220,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,46,48,2022-03-20
4878,162591155,"Uždaroji akcinė bendrovė ""Vėjovirpa""",161000,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
4879,162730167,Viešoji įstaiga Kelmės ligoninė,861000,Kelmės r. sav.,Šiaulių apskr.,255,90-100%,96,,2022-03-20
4880,162730352,Viešoji įstaiga Kelmės rajono pirminės sveikatos priežiūros centras,862100,Kelmės r. sav.,Šiaulių apskr.,85,90-100%,100,,2022-03-20
4881,162732556,UAB Kelmės vietinis ūkis,381100,Kelmės r. sav.,Šiaulių apskr.,60,80-89%,36,37,2022-03-20
4882,162747063,Biudžetinė įstaiga Kelmės rajono priešgaisrinės saugos tarnyba,842500,Kelmės r. sav.,Šiaulių apskr.,55,90-100%,100,100,2022-03-20
4883,162750426,"MB ""CVIKK""",471100,Kelmės r. sav.,Šiaulių apskr.,45,90-100%,62,64,2022-03-20
4884,162752587,"Uždaroji akcinė bendrovė ""TRANSBUSAS""",493110,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
4885,162760872,"UAB vaistinė ""Asfarma""",477300,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
4886,162766035,Kelmės rajono socialinių paslaugų centras,881000,Kelmės r. sav.,Šiaulių apskr.,60,90-100%,100,100,2022-03-20
4887,162767856,"Uždaroji akcinė bendrovė ""ETOVIS""",467400,Kelmės r. sav.,Šiaulių apskr.,20,90-100%,44,46,2022-03-20
4888,162768381,Biudžetinė įstaiga Liolių socialinės globos namai,873000,Kelmės r. sav.,Šiaulių apskr.,90,90-100%,100,100,2022-03-20
4889,162770642,"Uždaroji akcinė bendrovė ""Tytuvėnų durpės""",089200,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
4890,162770980,Viešoji įstaiga Tytuvėnų pirminės sveikatos priežiūros centras,862100,Kelmės r. sav.,Šiaulių apskr.,40,90-100%,100,,2022-03-20
4891,162771025,Viešoji įstaiga Šaukėnų ambulatorija,862100,Kelmės r. sav.,Šiaulių apskr.,15,90-100%,100,,2022-03-20
4892,162772312,Antano Jokšo šeimos sveikatos centras,862100,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,100,,2022-03-20
4893,162938339,"UAB ""LUKOJUS""",471900,Kelmės r. sav.,Šiaulių apskr.,10,90-100%,100,100,2022-03-20
4894,162946243,"UAB ""Egritmeda""",022000,Kelmės r. sav.,Šiaulių apskr.,20,80-89%,36,37,2022-03-20
4895,162947683,UAB Gudmonas ir ko,431100,Kelmės r. sav.,Šiaulių apskr.,60,70-79%,26,27,2022-03-20
4896,162948970,"Uždaroji akcinė bendrovė ""Krupėja""",494100,Šilalės r. sav.,Tauragės apskr.,15,90-100%,57,58,2022-03-20
4897,163105040,"Uždaroji akcinė bendrovė ""EKO-L""",432200,Klaipėdos m. sav.,Klaipėdos apskr.,15,90-100%,55,57,2022-03-20
4898,163105617,"Uždaroji akcinė bendrovė ""Litana ir Ko""",412000,Klaipėdos r. sav.,Klaipėdos apskr.,260,60-69%,18,18,2022-03-20
4899,163111851,"Uždaroji akcinė bendrovė ""Etna""",231200,Klaipėdos m. sav.,Klaipėdos apskr.,50,90-100%,83,86,2022-03-20
4900,163112191,"UAB ""Gargždų komunalinės paslaugos""",381100,Klaipėdos r. sav.,Klaipėdos apskr.,20,90-100%,40,42,2022-03-20
4901,163115497,"UAB ""Šaltukas""",471100,Klaipėdos r. sav.,Klaipėdos apskr.,10,90-100%,43,44,2022-03-20
4902,163131010,"Uždaroji akcinė bendrovė ""Gargždų banga""",581300,Klaipėdos r. sav.,Klaipėdos apskr.,10,70-79%,21,21,2022-03-20
4903,163131544,"AB ""LOTOS Geonafta""",061000,Klaipėdos r. sav.,Klaipėdos apskr.,30,90-100%,100,100,2022-03-20
4904,163143475,"Uždaroji akcinė bendrovė ""Gargždų geležinkelis""",492000,Klaipėdos r. sav.,Klaipėdos apskr.,105,90-100%,60,62,2022-03-20
4905,163144958,"Uždaroji akcinė bendrovė ""Arsenalas""",475230,Klaipėdos m. sav.,Klaipėdos apskr.,50,90-100%,46,48,2022-03-20
4906,163171453,"Uždaroji akcinė bendrovė - prekybos namai ""Jurga""",467400,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,44,46,2022-03-20
4907,163171649,"Uždaroji akcinė bendrovė ""Palva""",473000,Klaipėdos r. sav.,Klaipėdos apskr.,10,90-100%,43,44,2022-03-20
4908,163171791,"Uždaroji akcinė bendrovė ""Geistė""",464900,Klaipėdos m. sav.,Klaipėdos apskr.,25,90-100%,100,100,2022-03-20
4909,163176386,VAS Transport UAB,494100,Klaipėdos r. sav.,Klaipėdos apskr.,175,30-39%,5,5,2022-03-20
4910,163178056,"Uždaroji akcinė bendrovė ""GERDUVA""",475900,Klaipėdos r. sav.,Klaipėdos apskr.,145,90-100%,83,85,2022-03-20
4911,163185816,Klaipėdos rajono Gargždų vartotojų kooperatyvas (kooperatinė bendrovė),471100,Klaipėdos r. sav.,Klaipėdos apskr.,70,90-100%,90,92,2022-03-20
4912,163192433,"UAB ""Zana""",422100,Klaipėdos r. sav.,Klaipėdos apskr.,10,40-49%,7,8,2022-03-20
4913,163208841,"Žemės ūkio bendrovė ""Vėžaičiai""",011100,Klaipėdos r. sav.,Klaipėdos apskr.,15,80-89%,35,36,2022-03-20
4914,163225239,"Uždaroji akcinė bendrovė ""LORNA""",869000,Klaipėdos m. sav.,Klaipėdos apskr.,115,90-100%,86,,2022-03-20
4915,163233143,"V. Stropaus firma ""Lauresta""",139200,Klaipėdos m. sav.,Klaipėdos apskr.,70,90-100%,74,77,2022-03-20
4916,163238261,"Uždaroji akcinė bendrovė ""Eltoma""",471100,Klaipėdos r. sav.,Klaipėdos apskr.,10,90-100%,43,44,2022-03-20
4917,163244734,"UAB ""Vieškelis LT""",475200,Kretingos r. sav.,Klaipėdos apskr.,10,80-89%,29,30,2022-03-20
4918,163250630,"UAB ""Neringos logistika""",562900,Neringos sav.,Klaipėdos apskr.,10,90-100%,44,46,2022-03-20
4919,163256131,"Uždaroji akcinė bendrovė ""Gargždų aibė""",464900,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
4920,163259056,"Uždaroji akcinė bendrovė ""Klatentas""",139200,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
4921,163267918,"UAB ""Balsina""",471100,Klaipėdos r. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
4922,163269698,"Uždaroji akcinė bendrovė ""Farmveta""",439100,Klaipėdos r. sav.,Klaipėdos apskr.,45,90-100%,81,83,2022-03-20
4923,163270095,"UAB ""BPO House""",692000,Vilniaus m. sav.,Vilniaus apskr.,25,90-100%,68,70,2022-03-20
4924,163270661,"UAB ""Aldasiva""",471100,Klaipėdos r. sav.,Klaipėdos apskr.,15,90-100%,100,100,2022-03-20
4925,163287187,G. Miciaus komercinė įmonė,471100,Klaipėdos r. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
4926,163295668,"UAB ""Gardmena""",475200,Klaipėdos r. sav.,Klaipėdos apskr.,25,90-100%,67,69,2022-03-20
4927,163307864,"UAB ""Arbalsa""",471100,Klaipėdos r. sav.,Klaipėdos apskr.,10,80-89%,29,30,2022-03-20
4928,163314481,"Uždaroji akcinė bendrovė ""LAMBERTA""",353020,Klaipėdos m. sav.,Klaipėdos apskr.,25,90-100%,67,69,2022-03-20
4929,163314524,"Uždaroji akcinė bendrovė ""SAKUONA""",310900,Klaipėdos r. sav.,Klaipėdos apskr.,655,90-100%,66,68,2022-03-20
4930,163318017,"Uždaroji akcinė bendrovė ""AR Šiauliai""",471100,Klaipėdos r. sav.,Klaipėdos apskr.,30,90-100%,72,74,2022-03-20
4931,163319119,"Uždaroji akcinė bendrovė ""Lekpas""",494100,Klaipėdos r. sav.,Klaipėdos apskr.,175,40-49%,10,10,2022-03-20
4932,163334217,Uždaroji akcinė bendrovė Klaipėdos aerouostas,682000,Klaipėdos r. sav.,Klaipėdos apskr.,15,90-100%,100,100,2022-03-20
4933,163334893,"IĮ ""Luxa""",329900,Klaipėdos r. sav.,Klaipėdos apskr.,15,90-100%,52,54,2022-03-20
4934,163337512,"Uždaroji akcinė bendrovė ""POŠKŲ KARJERAS""",081200,Klaipėdos r. sav.,Klaipėdos apskr.,20,90-100%,100,100,2022-03-20
4935,163344097,"UAB ""KNITAS""",141900,Klaipėdos r. sav.,Klaipėdos apskr.,25,90-100%,67,69,2022-03-20
4936,163346671,"Uždaroji akcinė bendrovė ""Trevena""",473000,Klaipėdos r. sav.,Klaipėdos apskr.,100,90-100%,94,96,2022-03-20
4937,163351323,"Uždaroji akcinė bendrovė ""GINDANA""",467100,Klaipėdos m. sav.,Klaipėdos apskr.,45,80-89%,39,40,2022-03-20
4938,163355720,"UAB ""MILVITEKA""",282900,Klaipėdos r. sav.,Klaipėdos apskr.,65,90-100%,88,91,2022-03-20
4939,163356441,A. Einikio medienos apdirbimo įmonė,161000,Klaipėdos r. sav.,Klaipėdos apskr.,10,70-79%,21,22,2022-03-20
4940,163358264,"UAB ""Ivtoma""",494100,Klaipėdos r. sav.,Klaipėdos apskr.,10,70-79%,21,22,2022-03-20
4941,163364018,"Žemės ūkio kooperatinė bendrovė ""KIŠKĖNAI""",011100,Klaipėdos m. sav.,Klaipėdos apskr.,15,80-89%,38,39,2022-03-20
4942,163368415,Paupių pirminės sveikatos priežiūros centras,862100,Klaipėdos r. sav.,Klaipėdos apskr.,30,90-100%,73,,2022-03-20
4943,163370971,IĮ Gargždų dyzelių servisas,331200,Klaipėdos r. sav.,Klaipėdos apskr.,15,70-79%,25,26,2022-03-20
4944,163377040,"Uždaroji akcinė bendrovė ""Vlantana""",494100,Klaipėdos r. sav.,Klaipėdos apskr.,1810,50-59%,14,14,2022-03-20
4945,163382183,"UAB ""Taurunija""",471900,Klaipėdos r. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
4946,163387725,"UAB ""Veivirza LT""",161000,Klaipėdos r. sav.,Klaipėdos apskr.,20,90-100%,63,65,2022-03-20
4947,163387878,"Uždaroji akcinė bendrovė ""Vertika""",310900,Klaipėdos r. sav.,Klaipėdos apskr.,10,60-69%,15,16,2022-03-20
4948,163391047,"Uždaroji akcinė bendrovė ""KROVINIŲ TERMINALAS""",522400,Klaipėdos m. sav.,Klaipėdos apskr.,65,90-100%,73,75,2022-03-20
4949,163393817,"Uždaroji akcinė bendrovė ""Gelila""",494100,Klaipėdos r. sav.,Klaipėdos apskr.,20,70-79%,25,26,2022-03-20
4950,163395063,"Uždaroji akcinė bendrovė ""Verdeta""",463900,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
4951,163396927,"Uždaroji akcinė bendrovė ""DOLENA""",161000,Klaipėdos r. sav.,Klaipėdos apskr.,70,90-100%,44,45,2022-03-20
4952,163397071,R. Andrijausko UAB,494100,Klaipėdos r. sav.,Klaipėdos apskr.,15,40-49%,9,10,2022-03-20
4953,163401388,"Uždaroji akcinė bendrovė ""Mersana""",452000,Klaipėdos m. sav.,Klaipėdos apskr.,10,60-69%,17,18,2022-03-20
4954,163530397,K. Latako paslaugų įmonė,692000,Kretingos r. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
4955,163530625,Klaipėdos rajono savivaldybės Gargždų ligoninė,861010,Klaipėdos r. sav.,Klaipėdos apskr.,200,90-100%,88,,2022-03-20
4956,163537566,Klaipėdos rajono savivaldybės Gargždų pirminės sveikatos priežiūros centras,862200,Klaipėdos r. sav.,Klaipėdos apskr.,165,90-100%,85,,2022-03-20
4957,163547140,Gargždų kultūros centras,900400,Klaipėdos r. sav.,Klaipėdos apskr.,50,90-100%,67,69,2022-03-20
4958,163659239,"UAB ""Žemaitijos hidroenergija""",351100,Telšių r. sav.,Telšių apskr.,10,90-100%,100,100,2022-03-20
4959,163659577,"Uždaroji akcinė bendrovė ""Vlastona""",412000,Klaipėdos r. sav.,Klaipėdos apskr.,15,80-89%,35,36,2022-03-20
4960,163659762,"Uždaroji akcinė bendrovė ""Dauparų žuvis""",102000,Šilutės r. sav.,Klaipėdos apskr.,110,90-100%,52,54,2022-03-20
4961,163672667,"UAB ""Embritas""",412000,Klaipėdos m. sav.,Klaipėdos apskr.,30,90-100%,73,75,2022-03-20
4962,163673420,"Sodininkų bendrija ""Dituva""",949900,Klaipėdos r. sav.,Klaipėdos apskr.,15,70-79%,25,26,2022-03-20
4963,163679793,"UAB ""ESPERSEN LIETUVA""",102000,Klaipėdos m. sav.,Klaipėdos apskr.,400,90-100%,76,78,2022-03-20
4964,163690722,"Uždaroji akcinė bendrovė ""Kerežis""",162900,Klaipėdos r. sav.,Klaipėdos apskr.,15,90-100%,54,55,2022-03-20
4965,163691443,"Uždaroji akcinė bendrovė ""Eurogrupė""",162300,Palangos m. sav.,Klaipėdos apskr.,25,90-100%,48,49,2022-03-20
4966,163692011,"Uždaroji akcinė bendrovė ""Kukudra""",563000,Klaipėdos r. sav.,Klaipėdos apskr.,30,90-100%,100,100,2022-03-20
4967,163693070,"Uždaroji akcinė bendrovė ""Hoja electronics""",271200,Palangos m. sav.,Klaipėdos apskr.,10,90-100%,100,100,2022-03-20
4968,163695089,"UAB ""Juritmas""",862100,Klaipėdos r. sav.,Klaipėdos apskr.,10,90-100%,100,,2022-03-20
4969,163702014,"Uždaroji akcinė bendrovė ""Aldasta""",412000,Klaipėdos m. sav.,Klaipėdos apskr.,45,80-89%,36,37,2022-03-20
4970,163702548,"Uždaroji akcinė bendrovė ""Minstata""",494100,Klaipėdos r. sav.,Klaipėdos apskr.,15,70-79%,24,25,2022-03-20
4971,163702886,"Uždaroji akcinė bendrovė ""KLEMITRA""",494100,Klaipėdos r. sav.,Klaipėdos apskr.,15,90-100%,52,54,2022-03-20
4972,163702929,"UAB ""Autoking""",451900,Klaipėdos r. sav.,Klaipėdos apskr.,15,70-79%,25,26,2022-03-20
4973,163703073,"UAB ""Naujasis""",452000,Klaipėdos r. sav.,Klaipėdos apskr.,10,80-89%,27,28,2022-03-20
4974,163708953,"Uždaroji akcinė bendrovė ""ASTRELĖ""",494100,Klaipėdos m. sav.,Klaipėdos apskr.,30,70-79%,23,24,2022-03-20
4975,163709489,"UADBB ""LAGEDRA""",662200,Klaipėdos m. sav.,Klaipėdos apskr.,10,90-100%,49,50,2022-03-20
4976,163710648,"UAB ""Rogija""",161000,Klaipėdos r. sav.,Klaipėdos apskr.,15,90-100%,100,100,2022-03-20
4977,163711216,"UAB ""Judrės medis""",022000,Klaipėdos r. sav.,Klaipėdos apskr.,35,80-89%,28,29,2022-03-20
4978,163713181,"Uždaroji akcinė bendrovė ""Gargždų rangos darbai""",412000,Klaipėdos r. sav.,Klaipėdos apskr.,20,90-100%,61,63,2022-03-20
4979,163722045,"Uždaroji akcinė bendrovė ""Ręstinis būstas""",412000,Klaipėdos r. sav.,Klaipėdos apskr.,25,80-89%,31,32,2022-03-20
4980,163722383,"Uždaroji akcinė bendrovė ""Vežeta""",493110,Klaipėdos r. sav.,Klaipėdos apskr.,35,80-89%,30,32,2022-03-20
4981,163725340,"UAB ""Indikacija""",432100,Klaipėdos r. sav.,Klaipėdos apskr.,10,70-79%,25,26,2022-03-20
4982,163725689,"UAB ""Kasaudra""",773200,Klaipėdos r. sav.,Klaipėdos apskr.,25,90-100%,45,47,2022-03-20
